,id,genre_ids,title,overview,popularity,release_date,vote_average,vote_count
1724,603661,"[10749, 35]",The Hating Game,"Resolving to achieve professional success without compromising her ethics, Lucy embarks on a ruthless game of one-upmanship against cold and efficient nemesis Joshua, a rivalry that is complicated by her growing attraction to him.",20.063,2021-12-09,7.4,846
1725,516486,"[10752, 28, 18]",Greyhound,"A first-time captain leads a convoy of allied ships carrying thousands of soldiers across the treacherous waters of the “Black Pit” to the front lines of WW2. With no air cover protection for 5 days, the captain and his convoy must battle the surrounding enemy Nazi U-boats in order to give the allies a chance to win the war.",29.011,2020-07-10,7.4,2531
1726,94329,"[28, 53, 80]",The Raid,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",21.116,2012-03-23,7.4,3055
1727,42994,"[14, 16, 878]",Memories,"In this anime anthology, a salvage ship crew happens upon a haunted vessel in ""Magnetic Rose""; a cold tablet turns a lab worker into a biological weapon in ""Stink Bomb""; and an urban populace carries on an endless war with an unseen foe in ""Cannon Fodder.""",8.936,1995-12-23,7.4,357
1728,778855,"[16, 12, 35, 10751, 14]",Chickenhare and the Hamster of Darkness,"Young Chickenhare is the adopted son of King Peter, a famous adventurer. Part chicken and part hare, he has a really tough time growing up and disguises himself as a hare to avoid the mockeries of his peers. When the day of the Royal Adventurer Society trials comes, Chickenhare, hampered by his disguise, fails miserably. But he is determined to grab a second chance and find the Scepter of the Hamster of Darkness, before his evil Uncle Lapin. The Scepter will give immense power to its holder. If Lapin gets hold of it, he will be unstoppable. Accompanied by his faithful servant Abe, a sarcastic turtle, and Meg, a martial arts expert skunk, he sets of on an epic and initiatory quest.",28.383,2022-02-16,7.4,229
1729,11661,"[18, 10752, 10749, 36]",Joyeux Noel,"France, 1914, during World War I. On Christmas Eve, an extraordinary event takes place in the bloody no man's land that the French and the Scots dispute with the Germans…",8.037,2005-11-09,7.4,778
1730,11190,[18],The Return,The relationships among two pre-pubescent brothers and their estranged father are tested on a trip into the Russian wilderness.,8.835,2003-06-25,7.4,453
1731,2503,"[28, 18, 9648, 53]",The Bourne Ultimatum,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",22.73,2007-08-03,7.4,7054
1732,649,"[18, 10749]",Belle de Jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",18.345,1967-05-24,7.4,755
1733,233639,"[12, 10751]",Windstorm,"While spending the summer at her grandmother's farm, a girl discovers a talent for communicating with horses and tries to tame a fierce stallion.",8.551,2013-03-21,7.4,251
1734,17654,[878],District 9,"Thirty years ago, aliens arrive on Earth. Not to conquer or give aid, but to find refuge from their dying planet. Separated from humans in a South African area called District 9, the aliens are managed by Multi-National United, which is unconcerned with the aliens' welfare but will do anything to master their advanced technology. When a company field agent contracts a mysterious virus that begins to alter his DNA, there is only one place he can hide: District 9.",34.408,2009-08-05,7.4,8654
1735,11615,"[18, 53, 80]",The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,10.628,2003-02-21,7.4,1831
1736,9918,"[18, 36]",Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",11.468,2006-01-13,7.4,654
1737,2292,[35],Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",13.556,1994-09-13,7.4,2239
1738,1653,[18],The Motorcycle Diaries,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",11.42,2004-02-06,7.4,1154
1739,164249,[35],Santa Claus Is a Stinker,"Two neurotics, working for a suicide hotline on the night of Christmas Eve, get caught up in a catastrophe when a pregnant woman, her abusive boyfriend, and a transvestite visit their office.",4.095,1985-01-14,7.4,236
1740,36095,"[80, 53, 27, 9648]",Cure,"A wave of gruesome murders is sweeping Tokyo. The only connection is a bloody X carved into the neck of each of the victims. In each case, the murderer is found near the victim and remembers nothing of the crime. Detective Takabe and psychologist Sakuma are called in to figure out the connection, but their investigation goes nowhere...",11.089,1997-12-27,7.4,378
1741,451499,"[18, 35, 10751]",School of Life,"Paris 1930. Paul has only ever had one and the same horizon: the high walls of the orphanage, an austere building in the Parisian working class suburbs. Entrusted to a joyful country woman, Célestine, and her husband, Borel, the rather stiff gamekeeper of a vast estate in Sologne, the city child, recalcitrant and stubborn, arrives in a mysterious and disturbing world, that of a sovereign and wild region. The huge forest, misty ponds, heaths, and fields all belong to the Count de la Fresnaye, an elderly taciturn man who lives alone in his manor.",7.247,2017-02-22,7.4,261
1742,245891,"[28, 53]",John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,44.627,2014-10-22,7.4,17764
1743,101299,"[12, 28, 878]",The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",46.903,2013-11-15,7.4,16072
1744,686,"[18, 878, 9648]",Contact,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.",33.005,1997-07-11,7.4,3980
1745,462,[18],Erin Brockovich,"A twice-divorced mother of three who sees an injustice, takes on the bad guy and wins -- with a little help from her push-up bra. Erin goes to work for an attorney and comes across medical records describing illnesses clustered in one nearby town. She starts investigating and soon exposes a monumental cover-up.",19.663,2000-03-17,7.4,2816
1746,242,"[80, 18, 53]",The Godfather Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",75.635,1990-12-25,7.4,5557
1747,339380,"[18, 36]",On the Basis of Sex,Young lawyer Ruth Bader Ginsburg teams with her husband Marty to bring a groundbreaking case before the U.S. Court of Appeals and overturn a century of sex discrimination.,13.767,2018-12-25,7.4,933
1748,291549,"[12, 28, 53]",Assassination,"In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",14.399,2015-07-22,7.4,205
1749,11829,"[35, 37]",Trinity Is Still My Name,The two brothers Trinity and Bambino are exchanged by two federal agents and take advantage of the situation to steal a huge booty hidden in a monastery by a gang of outlaws.,16.727,1971-10-21,7.4,803
1750,492,"[35, 18, 14]",Being John Malkovich,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",14.537,1999-10-29,7.4,3908
1751,458131,"[18, 36]",The Best of Enemies,"Centers on the unlikely relationship between Ann Atwater, an outspoken civil rights activist, and C.P. Ellis, a local Ku Klux Klan leader who reluctantly co-chaired a community summit, battling over the desegregation of schools in Durham, North Carolina during the racially-charged summer of 1971. The incredible events that unfolded would change Durham and the lives of Atwater and Ellis forever.",9.846,2019-04-05,7.4,369
1752,51828,"[18, 10749]",One Day,"A romantic comedy centered on Dexter and Emma, who first meet during their graduation in 1988 and proceed to keep in touch regularly. The film follows what they do on July 15 annually, usually doing something together.",20.692,2011-03-02,7.4,3876
1753,16372,"[27, 9648]",The Innocents,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,8.335,1961-12-15,7.4,503
1754,11545,"[35, 18]",Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",12.328,1998-12-11,7.4,2225
1755,137106,"[16, 10751, 12, 35, 14]",The Lego Movie,"An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.",31.911,2014-02-06,7.4,7170
1756,76589,"[28, 16, 878]",Justice League: Doom,"An adaptation of Mark Waid's ""Tower of Babel"" story from the JLA comic. Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses.",21.393,2012-02-28,7.4,784
1757,17529,[37],True Grit,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",19.346,1969-06-11,7.4,679
1758,1391,"[18, 10749]",Y Tu Mamá También,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",15.792,2001-06-08,7.4,1322
1759,3089,[37],Red River,"Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.",10.778,1948-08-26,7.4,450
1760,964980,"[18, 36]",Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,46.44,2023-04-05,7.4,1266
1761,392536,"[16, 10751, 35, 9648]",Lego Scooby-Doo!: Haunted Hollywood,"The gang find themselves in a tinsel-town twist! While on a VIP tour of the legendary Brickton Studios, Scooby and friends get a first-hand experience of the rumored hauntings when classic movie monsters drop in for a creepy casting call.",11.79,2016-01-28,7.4,213
1762,370172,"[12, 28, 53]",No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",57.226,2021-09-29,7.4,5411
1763,353081,"[28, 12]",Mission: Impossible - Fallout,"When an IMF mission ends badly, the world is faced with dire consequences. As Ethan Hunt takes it upon himself to fulfill his original briefing, the CIA begin to question his loyalty and his motives. The IMF team find themselves in a race against time, hunted by assassins while trying to prevent a global catastrophe.",82.464,2018-07-13,7.4,7451
1764,13403,"[35, 10402, 18]",Hedwig and the Angry Inch,"Raised a boy in East Berlin, Hedwig undergoes a personal transformation in order to emigrate to the U.S., where she reinvents herself as an “internationally ignored” but divinely talented rock diva, inhabiting a “beautiful gender of one.”",8.498,2001-07-20,7.4,328
1765,12207,"[28, 35]",The Legend of Drunken Master,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",17.602,1994-02-03,7.4,852
1766,823,"[16, 878, 53]",Jin-Roh: The Wolf Brigade,"A member of an elite paramilitary counter-terrorism unit becomes traumatized after witnessing the suicide bombing of a young girl and is forced to undergo retraining. However, unbeknownst to him, he becomes a key player in a dispute between rival police divisions, as he finds himself increasingly involved with the sister of the girl he saw die.",13.98,1999-11-17,7.4,406
1767,312221,"[28, 18]",Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",43.492,2015-11-25,7.4,6876
1768,31522,"[35, 18, 10749]",A Woman Is a Woman,"Longing for a baby, a stripper pursues another man in order to make her boyfriend jealous.",8.908,1961-09-06,7.4,327
1769,26638,[18],Red Desert,"In an industrializing Italian town, a married woman, rendered mentally unstable after a traffic accident, drifts into an affair with a friend of her husband.",6.174,1964-09-04,7.4,397
1770,7249,"[16, 35, 878, 10770]",Futurama: Bender's Big Score,"The Planet Express crew return from cancellation, only to be robbed blind by hideous ""sprunging"" scam artists.  Things go from bad to worse when the scammers hack Bender, start traveling through time, and take Earth over entirely!  Will the crew be able to save the day, or will Bender's larcenous tendencies and their general incompetence doom them all?",10.14,2007-11-27,7.4,602
1771,1895,"[12, 28, 878]",Star Wars: Episode III - Revenge of the Sith,The evil Darth Sidious enacts his final plan for unlimited power -- and the heroic Jedi Anakin Skywalker must choose a side.,28.269,2005-05-17,7.4,12644
1772,985,"[14, 27]",Eraserhead,"First time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",15.98,1977-03-19,7.4,2156
1773,705996,"[53, 9648, 10749]",Decision to Leave,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",56.105,2022-06-29,7.4,849
1774,433247,"[10752, 18, 36]",First They Killed My Father,A 5-year-old girl embarks on a harrowing quest for survival amid the sudden rise and terrifying reign of the Khmer Rouge in Cambodia.,9.462,2017-02-18,7.4,608
1775,394117,[18],The Florida Project,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",12.7,2017-10-06,7.4,2488
1776,206324,"[36, 28, 18]",Bhaag Milkha Bhaag,"The true story of the ""Flying Sikh"" world champion runner and Olympian Milkha Singh who overcame the massacre of his family, civil war during the India-Pakistan partition, and homelessness to become one of India's most iconic athletes.",6.43,2013-07-12,7.4,217
1777,659959,"[10749, 18]",Summer of 85,"What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",15.749,2020-07-14,7.4,695
1778,13350,"[12, 16, 9648, 10751, 10770, 35, 14]",Scooby-Doo and the Ghoul School,"Scooby, Shaggy and Scrappy Doo are on their way to a Miss Grimwood's Finishing School for Girls, where they have been hired as gym teachers. Once there, however, they find that it is actually a school for girl ghouls.",10.31,1988-10-16,7.4,275
1779,615666,"[10751, 12, 14]",A Boy Called Christmas,"An ordinary young boy called Nikolas sets out on an extraordinary adventure into the snowy north in search of his father who is on a quest to discover the fabled village of the elves, Elfhelm. Taking with him a headstrong reindeer called Blitzen and a loyal pet mouse, Nikolas soon meets his destiny in this magical and endearing story that proves nothing is impossible…",12.98,2021-11-24,7.4,613
1780,26963,"[16, 10751, 14]",The Secret of Kells,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",12.341,2009-02-09,7.4,600
1781,18988,"[18, 36]",The Lion in Winter,Henry II and his estranged queen battle over the choice of an heir.,13.681,1968-10-30,7.4,288
1782,146,"[12, 18, 28, 10749]","Crouching Tiger, Hidden Dragon","Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",16.174,2000-07-06,7.4,2874
1783,624479,"[878, 28, 12]",Superman II: The Richard Donner Cut,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth.",12.579,2006-11-02,7.4,253
1784,8333,"[80, 28, 53]",The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",10.842,1974-10-02,7.4,421
1785,771,"[35, 10751]",Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.",1.627,1990-11-16,7.4,10046
1786,595975,"[35, 18]",La Belle Époque,"Victor, a disillusioned sexagenarian, sees his life turned upside down on the day when Antoine, a brilliant entrepreneur, offers him a new kind of attraction: mixing theatrical artifices and historical reconstruction, this company offers his clients a chance to dive back into the era of their choice. Victor then chose to relive the most memorable week of his life: the one where, 40 years earlier, he met the great love.",8.765,2019-11-06,7.4,876
1787,539617,[35],Big Time Adolescence,"A seemingly bright and mostly innocent 16-year-old named Mo attempts to navigate high school under the guidance of his best friend Zeke, an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Mo’s well-meaning dad tries to step in and take back the reins of his son’s upbringing.",14.133,2020-03-13,7.4,289
1788,273895,"[36, 18]",Selma,"""Selma,"" as in Alabama, the place where segregation in the South was at its worst, leading to a march that ended in violence, forcing a famous statement by President Lyndon B. Johnson that ultimately led to the signing of the Voting Rights Act.",10.172,2014-12-25,7.4,2069
1789,639,"[35, 10749, 18]",When Harry Met Sally...,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",12.704,1989-07-21,7.4,3615
1790,439584,"[28, 35]",I Can Quit Whenever I Want 3: Ad Honorem,"Has been an year since Pietro Zinni's gang got caught in the Sopox production laboratory and each of them locked up in different jails. From Regina Coeli jail, Pietro keep warning the authorities a fool syntetized nerve gas and he is ready to make a killing, but no one takes him seriously.",6.359,2017-11-30,7.4,914
1791,704,"[10402, 35]",A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",13.215,1964-07-07,7.4,587
1792,121986,"[35, 18]",Frances Ha,"An aspiring dancer moves to New York City and becomes caught up in a whirlwind of flighty fair-weather friends, diminishing fortunes and career setbacks.",15.111,2013-05-17,7.4,1392
1793,38985,"[12, 53]",Sorcerer,"Four men from different parts of the globe, all hiding from their pasts in the same remote South American town, agree to risk their lives transporting several cases of dynamite (which is so old that it is dripping unstable nitroglycerin) across dangerous jungle terrain.",26.312,1977-06-24,7.4,411
1794,9470,"[28, 35, 80, 14]",Kung Fu Hustle,"It's the 1940s, and the notorious Axe Gang terrorizes Shanghai. Small-time criminals Sing and Bone hope to join, but they only manage to make lots of very dangerous enemies. Fortunately for them, kung fu masters and hidden strength can be found in unlikely places. Now they just have to take on the entire Axe Gang.",24.59,2004-02-10,7.4,2468
1795,2767,"[18, 10749]",The Lovers on the Bridge,"Set against Paris' oldest bridge, the Pont Neuf, while it was closed for repairs, this film is a love story between two young vagrants: Alex, a would be circus performer addicted to alcohol and sedatives and Michele, a painter driven to a life on the streets because of a failed relationship and an affliction which is slowly turning her blind.",7.574,1991-10-16,7.4,272
1796,432836,"[53, 28, 80, 9648, 12]",Memoir of a Murderer,A former serial killer with Alzheimer's fights to protect his daughter from her mysterious boyfriend who may be a serial killer too.,9.043,2017-09-07,7.4,258
1797,10549,[18],Hamlet,"Hamlet, Prince of Denmark, returns home to find his father murdered and his mother now marrying the murderer... his uncle. Meanwhile, war is brewing.",12.88,1996-12-25,7.4,418
1798,853,"[18, 10752, 36]",Enemy at the Gates,A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad in WWII.,28.347,2001-03-14,7.4,3243
1799,813258,"[16, 35, 14]",Monster Pets: A Hotel Transylvania Short,Drac tries out some new monster pets to help occupy Tinkles for playtime.,33.943,2021-04-02,7.4,367
1800,395991,"[18, 28, 36]",Only the Brave,Members of the Granite Mountain Hotshots battle deadly wildfires to save an Arizona town.,19.078,2017-09-22,7.4,1395
1801,1052,"[18, 9648, 53]",Blow-Up,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.",9.824,1966-12-18,7.4,1097
1802,575,"[18, 53]",The Experiment,Das Experiment is a shocking psycho thriller about the potential for brutality that humans hide. Even more shocking is the fact that it’s based on an actual occurrence — a 1971 psychological experiment at Stanford University that was aborted prematurely when the experimenters lost control.,11.488,2001-03-07,7.4,968
1803,427,[35],Mon Oncle,"Genial, bumbling Monsieur Hulot loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew. Hulot's sister, however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",10.204,1958-05-10,7.4,468
1804,377263,"[36, 18, 10749]",Frantz,"In the aftermath of WWI, a young German who grieves the death of her fiancé in France meets a mysterious French man who visits the fiance’s grave to lay flowers.",9.36,2016-09-07,7.4,618
1805,14092,"[28, 16, 878]",Ghost in the Shell 2.0,"In the year 2029, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop a highly-wanted hacker known as 'The Puppetmaster'.  Ghost in the Shell 2.0 is a reproduced version of its original 1995 counterpart. Among a numerous enhancements, for the film's 2.0 release, were a number of scenes were overhauled with 3D animation, visual improvements, and soundtrack rerecorded in 6.1 surround sound.",11.939,2008-07-12,7.4,352
1806,4232,"[80, 27, 9648]",Scream,"A year after the murder of her mother, Sidney Prescott is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",63.629,1996-12-20,7.4,6088
1807,388,"[80, 18, 53]",Inside Man,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",23.236,2006-03-17,7.4,5237
1808,491584,"[9648, 18, 53]",Burning,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,19.023,2018-05-17,7.4,1382
1809,454693,"[18, 36]",The Silent Revolution,"Stalinstadt, East Germany, 1956. While the Hungarian uprising against Soviets is taking place, teenage members of a classroom of the local school perform a seemingly harmless act that causes unexpected consequences.",7.895,2018-03-01,7.4,215
1810,134350,"[18, 28, 35]",Why Don't You Play in Hell?,"In Japan, gonzo filmmakers hatch a three-pronged plan to save an actress's career, end a yakuza war and make a hit movie.",7.57,2013-09-14,7.4,255
1811,26900,"[80, 18, 53]",The Bandit,"Baran the Bandit, released from prison after serving 35 years, searches for vengeance against his former best friend who betrayed him and stole his lover, teaming up with a young punk with his own demons along the way.",4.889,1996-11-29,7.4,275
1812,4203,"[35, 18]",Women on the Verge of a Nervous Breakdown,"Pepa resolves to kill herself with a batch of sleeping-pill-laced gazpacho after her lover leaves her. Fortunately, she is interrupted by a deliciously chaotic series of events.",10.0,1988-03-25,7.4,777
1813,49020,"[18, 35, 10749]",Submarine,"15-year-old deep-thinking Welsh schoolboy Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",6.844,2011-03-18,7.4,1312
1814,37135,"[10751, 12, 16, 18]",Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",61.454,1999-06-18,7.4,6180
1815,1359,"[53, 18, 80]",American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",47.858,2000-04-13,7.4,9637
1816,631132,"[16, 12, 28, 14]",Goblin Slayer: Goblin's Crown,"Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden to find any information on the Noble Fencer that disappeared after leaving to slay some goblins. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.  In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!",15.071,2020-02-01,7.4,225
1817,350312,"[28, 12, 14]",Bāhubali 2: The Conclusion,"When Mahendra, the son of Bāhubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",22.61,2017-04-27,7.4,638
1818,274109,"[18, 36, 10749]",Palm Trees in the Snow,"Spain, 2003. An accidental discovery leads Clarence to travel from the snowy mountains of Huesca to Equatorial Guinea, to visit the land where her father Jacobo and her uncle Kilian spent most of their youth, the island of Fernando Poo.",15.897,2015-12-25,7.4,493
1819,36998,[18],The Eighth Day,"Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.",6.768,1996-05-22,7.4,240
1820,11901,"[37, 18, 9648]",High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",15.543,1973-04-19,7.4,1008
1821,10784,"[10402, 18, 10749]",Cabaret,"Inside the Kit Kat Club of 1931 Berlin, starry-eyed singer Sally Bowles and an impish emcee sound the clarion call to decadent fun, while outside a certain political party grows into a brutal force.",10.182,1972-02-13,7.4,792
1822,760,[35],The Mad Adventures of Rabbi Jacob,"In this riot of frantic disguises and mistaken identities, Victor Pivert, a blustering, bigoted French factory owner, finds himself taken hostage by Slimane, an Arab rebel leader. The two dress up as rabbis as they try to elude not only assasins from Slimane's country, but also the police, who think Pivert is a murderer. Pivert ends up posing as Rabbi Jacob, a beloved figure who's returned to France for his first visit after 30 years in the United States. Adding to the confusion are Pivert's dentist-wife, who thinks her husband is leaving her for another woman, their daughter, who's about to get married, and a Parisian neighborhood filled with people eager to celebrate the return of Rabbi Jacob.",13.51,1973-10-17,7.4,879
1823,87827,"[12, 18]",Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",34.205,2012-11-20,7.4,12352
1824,447332,"[27, 18, 878]",A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,48.152,2018-04-03,7.4,12973
1825,17645,"[18, 10749, 53]",Leave Her to Heaven,"A young novelist, Richard Harland, meets beautiful Ellen Berent on a train where they fall in love and are soon married. When tragedies take first his handicapped young brother, then his unborn son from him, Harland gradually realises that his wife's insane jealousy may be the cause of the tragedies in his life. Yet another shock awaits them all, as Ellen's emotions become uncontrollable.",7.186,1945-12-25,7.4,206
