id_trabajador,estado,antiguedad,curso,curso_id
1185,Chiapas,28.0,Diseño de programas de capacitación,17
1089,Michoacán,28.0,Diseño de programas de capacitación,17
1156,Guerrero,28.0,Diseño de programas de capacitación,55
2060,Michoacán,28.0,Diseño de programas de capacitación,55
290,Michoacán,28.0,Diseño de materiales de capacitación,18
327,México,28.0,Diseño de materiales de capacitación,56
969,Guanajuato,28.0,Diseño de materiales de capacitación,56
1062,Jalisco,28.0,Diseño de materiales de capacitación,56
1089,Michoacán,28.0,Diseño de materiales de capacitación,56
1087,México,28.0,Diseño de materiales de capacitación,56
980,Ciudad de México,28.0,Diseño de materiales de capacitación,56
835,Ciudad de México,28.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",19
1809,Tamaulipas,28.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
734,Ciudad de México,28.0,Administración de tecnología de información y comunicaciones,48
1000,Chihuahua,28.0,Administración de tecnología de información y comunicaciones,48
1747,Michoacán,28.0,Administración de tecnología de información y comunicaciones,48
134,Sonora,28.0,Administración de tecnología de información y comunicaciones,48
290,Michoacán,28.0,Administración de tecnología de información y comunicaciones,48
1087,México,28.0,Administración de tecnología de información y comunicaciones,48
1947,San Luis Potosí,28.0,"Evaluación de planes, programas y proyectos",58
898,Ciudad de México,28.0,Desarrollo de normativa,22
288,Querétaro,28.0,Procesamiento informático,34
1968,Zacatecas,28.0,Procesamiento informático,34
1062,Jalisco,28.0,Procesamiento informático,34
1124,Nayarit,28.0,Procesamiento informático,34
898,Ciudad de México,28.0,Procesamiento informático,34
1000,Chihuahua,28.0,Procesamiento informático,34
423,Tlaxcala,28.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",35
2113,Michoacán,28.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",35
733,Chiapas,28.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",35
1171,Ciudad de México,28.0,Registro de actos de partidos y agrupaciones políticas,23
1971,Sinaloa,28.0,Reincorporación al padrón electoral,49
2131,Querétaro,28.0,Reincorporación al padrón electoral,49
1899,Baja California Sur,28.0,Reincorporación al padrón electoral,49
835,Ciudad de México,28.0,Distribución de documentación y material electoral,36
902,México,28.0,Almacenamiento de documentación y material electoral,37
835,Ciudad de México,28.0,Almacenamiento de documentación y material electoral,37
1124,Nayarit,28.0,Desarrollo de sistemas,24
1583,Chiapas,28.0,Desarrollo de sistemas,24
1625,Hidalgo,28.0,Verificación de sesiones de los órganos desconcentrados,25
1971,Sinaloa,28.0,Verificación del padrón electoral,3
2131,Querétaro,28.0,Verificación del padrón electoral,3
989,Nuevo León,28.0,"Diseño, mejora y producción de material electoral",26
902,México,28.0,"Diseño, mejora y producción de documentación electoral",27
2113,Michoacán,28.0,"Diseño, mejora y producción de documentación electoral",27
423,Tlaxcala,28.0,"Diseño, mejora y producción de documentación electoral",27
1809,Tamaulipas,28.0,Administración de los tiempos del estado en radio y televisión,39
1827,Tlaxcala,28.0,Administración de los tiempos del estado en radio y televisión,39
733,Chiapas,28.0,Administración de los tiempos del estado en radio y televisión,39
147,Guerrero,28.0,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión,28
61,Durango,27.0,Atención de asuntos jurídicos,40
1248,Puebla,27.0,Atención de asuntos jurídicos,40
1707,Puebla,27.0,Atención de asuntos jurídicos,59
437,Ciudad de México,27.0,Atención de asuntos jurídicos,59
321,Veracruz,27.0,Atención de asuntos jurídicos,59
2033,Chiapas,27.0,Atención de asuntos jurídicos,59
1248,Puebla,27.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1525,Sinaloa,27.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1707,Puebla,27.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
437,Ciudad de México,27.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1354,Jalisco,27.0,Selección de personal,50
71,Nuevo León,27.0,Selección de personal,50
497,Ciudad de México,27.0,Operación de las comisiones de vigilancia del registro federal de electores,44
1012,Campeche,27.0,Operación de las comisiones de vigilancia del registro federal de electores,44
1783,Tamaulipas,27.0,Administración de base de datos,45
408,Chihuahua,27.0,Administración de base de datos,45
993,Ciudad de México,27.0,Administración de base de datos,45
1887,Chiapas,27.0,Administración de base de datos,45
1344,México,27.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1012,Campeche,27.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
408,Chihuahua,27.0,Construcción de la cartografía electoral,43
993,Ciudad de México,27.0,Construcción de la cartografía electoral,43
1344,México,27.0,Construcción de la cartografía electoral,43
772,Puebla,27.0,Construcción de la cartografía electoral,43
772,Puebla,27.0,Fiscalización a los sujetos obligados,12
1891,Sonora,27.0,Depuración del padrón electoral,32
1237,Puebla,27.0,Impartición de capacitación,46
1783,Tamaulipas,27.0,Impartición de capacitación,46
168,Guanajuato,27.0,"Planeación de planes, programas y proyectos",47
1525,Sinaloa,27.0,"Planeación de planes, programas y proyectos",47
1562,Ciudad de México,27.0,"Planeación de planes, programas y proyectos",47
291,Colima,27.0,"Planeación de planes, programas y proyectos",47
1313,Guerrero,27.0,"Planeación de planes, programas y proyectos",47
1354,Jalisco,27.0,Aplicación de metodología estadística y/o demográfica,53
1878,Guerrero,27.0,Aplicación de metodología estadística y/o demográfica,53
1887,Chiapas,27.0,Aplicación de metodología estadística y/o demográfica,53
497,Ciudad de México,27.0,Aplicación de metodología estadística y/o demográfica,53
291,Colima,27.0,"Seguimiento de planes, programas y proyectos",54
168,Guanajuato,27.0,"Seguimiento de planes, programas y proyectos",54
321,Veracruz,27.0,"Seguimiento de planes, programas y proyectos",54
718,Hidalgo,27.0,"Seguimiento de planes, programas y proyectos",54
1562,Ciudad de México,27.0,"Seguimiento de planes, programas y proyectos",54
71,Nuevo León,27.0,Diseño de programas de capacitación,55
1237,Puebla,27.0,Diseño de programas de capacitación,55
1783,Tamaulipas,27.0,Diseño de programas de capacitación,55
993,Ciudad de México,27.0,Diseño de materiales de capacitación,56
197,Guanajuato,27.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
2001,Veracruz,27.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
321,Veracruz,27.0,Administración de tecnología de información y comunicaciones,48
1887,Chiapas,27.0,Administración de tecnología de información y comunicaciones,48
71,Nuevo León,27.0,"Evaluación de planes, programas y proyectos",58
291,Colima,27.0,"Evaluación de planes, programas y proyectos",58
1313,Guerrero,27.0,"Evaluación de planes, programas y proyectos",58
168,Guanajuato,27.0,"Evaluación de planes, programas y proyectos",58
1237,Puebla,27.0,"Evaluación de planes, programas y proyectos",58
1562,Ciudad de México,27.0,"Evaluación de planes, programas y proyectos",58
437,Ciudad de México,27.0,Desarrollo de normativa,22
1313,Guerrero,27.0,Desarrollo de normativa,22
772,Puebla,27.0,Procesamiento informático,34
61,Durango,27.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",35
1891,Sonora,27.0,Registro de actos de partidos y agrupaciones políticas,23
1891,Sonora,27.0,Reincorporación al padrón electoral,49
1012,Campeche,27.0,Reincorporación al padrón electoral,49
1344,México,27.0,Reincorporación al padrón electoral,49
2001,Veracruz,27.0,Distribución de documentación y material electoral,36
2033,Chiapas,27.0,Distribución de documentación y material electoral,36
60,Veracruz,27.0,Distribución de documentación y material electoral,36
197,Guanajuato,27.0,Distribución de documentación y material electoral,36
1878,Guerrero,27.0,Distribución de documentación y material electoral,36
197,Guanajuato,27.0,Almacenamiento de documentación y material electoral,37
2033,Chiapas,27.0,Almacenamiento de documentación y material electoral,37
60,Veracruz,27.0,Almacenamiento de documentación y material electoral,37
497,Ciudad de México,27.0,Desarrollo de sistemas,24
1248,Puebla,27.0,Verificación de sesiones de los órganos desconcentrados,25
60,Veracruz,27.0,"Diseño, mejora y producción de material electoral",26
61,Durango,27.0,"Diseño, mejora y producción de material electoral",26
2001,Veracruz,27.0,"Diseño, mejora y producción de documentación electoral",27
1354,Jalisco,27.0,"Diseño, mejora y producción de documentación electoral",27
1878,Guerrero,27.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
718,Hidalgo,27.0,Administración de centros de cómputo,29
704,Sonora,26.0,Atención de asuntos jurídicos,59
1429,Aguascalientes,26.0,Atención de asuntos jurídicos,59
1208,México,26.0,Atención de asuntos jurídicos,59
1979,Nuevo León,26.0,Atención de asuntos jurídicos,59
1604,Nuevo León,26.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
731,Querétaro,26.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1797,Ciudad de México,26.0,Selección de personal,50
2087,Hidalgo,26.0,Selección de personal,50
404,Puebla,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1208,México,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1511,Veracruz,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1567,Puebla,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1576,Veracruz,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1839,Durango,26.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1604,Nuevo León,26.0,Administración de base de datos,45
1845,Morelos,26.0,Administración de base de datos,45
1040,Morelos,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
2037,Hidalgo,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1031,Hidalgo,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1511,Veracruz,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1576,Veracruz,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1839,Durango,26.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1327,Nuevo León,26.0,Construcción de la cartografía electoral,43
731,Querétaro,26.0,Construcción de la cartografía electoral,43
1845,Morelos,26.0,Fiscalización a los sujetos obligados,12
731,Querétaro,26.0,Depuración del padrón electoral,32
1031,Hidalgo,26.0,Depuración del padrón electoral,62
1839,Durango,26.0,Depuración del padrón electoral,62
2037,Hidalgo,26.0,Depuración del padrón electoral,62
1511,Veracruz,26.0,Depuración del padrón electoral,62
1576,Veracruz,26.0,Depuración del padrón electoral,62
1766,Yucatán,26.0,Operación de módulos de atención ciudadana,52
404,Puebla,26.0,Operación de módulos de atención ciudadana,52
1040,Morelos,26.0,Operación de módulos de atención ciudadana,52
1031,Hidalgo,26.0,Operación de módulos de atención ciudadana,52
510,Puebla,26.0,Aplicación de metodología estadística y/o demográfica,53
1009,Ciudad de México,26.0,Aplicación de metodología estadística y/o demográfica,53
1208,México,26.0,Aplicación de metodología estadística y/o demográfica,53
1567,Puebla,26.0,Aplicación de metodología estadística y/o demográfica,53
1604,Nuevo León,26.0,"Seguimiento de planes, programas y proyectos",54
2087,Hidalgo,26.0,Diseño de materiales de capacitación,56
1327,Nuevo León,26.0,Diseño de materiales de capacitación,56
1389,Guerrero,26.0,Administración de tecnología de información y comunicaciones,48
1797,Ciudad de México,26.0,Administración de tecnología de información y comunicaciones,48
1009,Ciudad de México,26.0,"Evaluación de planes, programas y proyectos",58
1009,Ciudad de México,26.0,Procesamiento informático,34
259,Nuevo León,26.0,"Determinación de financiamiento público a partidos políticos nacionales, locales y candidaturas independientes",35
259,Nuevo León,26.0,Registro de actos de partidos y agrupaciones políticas,23
1979,Nuevo León,26.0,Registro de actos de partidos y agrupaciones políticas,23
259,Nuevo León,26.0,Distribución de documentación y material electoral,63
510,Puebla,26.0,Desarrollo de sistemas,24
1766,Yucatán,26.0,Desarrollo de sistemas,24
1429,Aguascalientes,26.0,Verificación de sesiones de los órganos desconcentrados,25
1979,Nuevo León,26.0,Verificación de sesiones de los órganos desconcentrados,25
1389,Guerrero,26.0,"Diseño, mejora y producción de documentación electoral",27
2087,Hidalgo,26.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
1389,Guerrero,26.0,Administración de los tiempos del estado en radio y televisión,39
1845,Morelos,26.0,Administración de centros de cómputo,29
510,Puebla,26.0,Administración de centros de cómputo,29
2037,Hidalgo,26.0,Administración de centros de cómputo,29
171,Veracruz,25.8,Selección de personal,50
171,Veracruz,25.8,Diseño de materiales de capacitación,56
171,Veracruz,25.8,Desarrollo de sistemas,24
1754,Sonora,25.0,Atención de asuntos jurídicos,59
2103,Nayarit,25.0,Atención de asuntos jurídicos,59
486,México,25.0,Atención de asuntos jurídicos,59
1188,Tlaxcala,25.0,Atención de asuntos jurídicos,59
1322,México,25.0,Atención de asuntos jurídicos,59
158,Nuevo León,25.0,Atención de asuntos jurídicos,59
1341,México,25.0,Atención de asuntos jurídicos,59
2006,Oaxaca,25.0,Atención de asuntos jurídicos,59
485,Chihuahua,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
486,México,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
2171,Ciudad de México,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1169,Yucatán,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1642,Guanajuato,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
814,Ciudad de México,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1322,México,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
2028,Michoacán,25.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
512,México,25.0,Selección de personal,50
814,Ciudad de México,25.0,Selección de personal,50
1322,México,25.0,Selección de personal,50
1642,Guanajuato,25.0,Selección de personal,50
1065,México,25.0,Selección de personal,50
1341,México,25.0,Selección de personal,50
2092,Ciudad de México,25.0,Selección de personal,50
1832,Chiapas,25.0,Selección de personal,50
677,Veracruz,25.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1167,Veracruz,25.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1312,Tabasco,25.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1491,Coahuila,25.0,Operación de las comisiones de vigilancia del registro federal de electores,61
2129,Ciudad de México,25.0,Operación de las comisiones de vigilancia del registro federal de electores,61
424,Jalisco,25.0,Administración de base de datos,45
1188,Tlaxcala,25.0,Administración de base de datos,45
2006,Oaxaca,25.0,Administración de base de datos,45
627,Guanajuato,25.0,Administración de base de datos,45
708,Ciudad de México,25.0,Administración de base de datos,45
1036,Chiapas,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1595,Sonora,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1951,Oaxaca,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1312,Tabasco,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1491,Coahuila,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
2129,Ciudad de México,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,51
1188,Tlaxcala,25.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
285,Michoacán,25.0,Construcción de la cartografía electoral,43
442,Puebla,25.0,Construcción de la cartografía electoral,43
2081,Oaxaca,25.0,Construcción de la cartografía electoral,43
1054,Ciudad de México,25.0,Construcción de la cartografía electoral,65
1951,Oaxaca,25.0,Construcción de la cartografía electoral,65
344,México,25.0,Fiscalización a los sujetos obligados,12
308,Jalisco,25.0,Depuración del padrón electoral,62
1036,Chiapas,25.0,Depuración del padrón electoral,62
1167,Veracruz,25.0,Depuración del padrón electoral,62
1595,Sonora,25.0,Depuración del padrón electoral,62
158,Nuevo León,25.0,Impartición de capacitación,46
485,Chihuahua,25.0,Impartición de capacitación,46
512,México,25.0,Impartición de capacitación,46
1695,Ciudad de México,25.0,Impartición de capacitación,46
268,Jalisco,25.0,Impartición de capacitación,46
464,México,25.0,"Planeación de planes, programas y proyectos",47
677,Veracruz,25.0,"Planeación de planes, programas y proyectos",47
1695,Ciudad de México,25.0,"Planeación de planes, programas y proyectos",47
158,Nuevo León,25.0,Operación de módulos de atención ciudadana,52
708,Ciudad de México,25.0,Operación de módulos de atención ciudadana,52
1036,Chiapas,25.0,Operación de módulos de atención ciudadana,52
1169,Yucatán,25.0,Operación de módulos de atención ciudadana,52
1312,Tabasco,25.0,Operación de módulos de atención ciudadana,52
1695,Ciudad de México,25.0,Aplicación de metodología estadística y/o demográfica,53
92,Aguascalientes,25.0,Aplicación de metodología estadística y/o demográfica,53
285,Michoacán,25.0,Aplicación de metodología estadística y/o demográfica,53
442,Puebla,25.0,Aplicación de metodología estadística y/o demográfica,53
464,México,25.0,"Seguimiento de planes, programas y proyectos",54
2092,Ciudad de México,25.0,"Seguimiento de planes, programas y proyectos",54
677,Veracruz,25.0,"Seguimiento de planes, programas y proyectos",54
708,Ciudad de México,25.0,"Seguimiento de planes, programas y proyectos",54
892,México,25.0,Diseño de programas de capacitación,55
1065,México,25.0,Diseño de programas de capacitación,55
1341,México,25.0,Diseño de materiales de capacitación,56
143,Guanajuato,25.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
802,Puebla,25.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
1396,Sonora,25.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
92,Aguascalientes,25.0,Administración de tecnología de información y comunicaciones,48
1054,Ciudad de México,25.0,Administración de tecnología de información y comunicaciones,48
268,Jalisco,25.0,Administración de tecnología de información y comunicaciones,48
464,México,25.0,"Evaluación de planes, programas y proyectos",58
486,México,25.0,Desarrollo de normativa,22
1065,México,25.0,Desarrollo de normativa,22
2092,Ciudad de México,25.0,Desarrollo de normativa,22
2171,Ciudad de México,25.0,Desarrollo de normativa,22
108,Quintana Roo,25.0,Procesamiento informático,34
627,Guanajuato,25.0,Procesamiento informático,66
424,Jalisco,25.0,Procesamiento informático,66
485,Chihuahua,25.0,Procesamiento informático,66
1642,Guanajuato,25.0,Procesamiento informático,66
1851,Puebla,25.0,Registro de actos de partidos y agrupaciones políticas,23
1832,Chiapas,25.0,Registro de actos de partidos y agrupaciones políticas,23
2006,Oaxaca,25.0,Registro de actos de partidos y agrupaciones políticas,67
308,Jalisco,25.0,Reincorporación al padrón electoral,49
1167,Veracruz,25.0,Reincorporación al padrón electoral,49
1951,Oaxaca,25.0,Reincorporación al padrón electoral,49
2081,Oaxaca,25.0,Reincorporación al padrón electoral,49
1700,Jalisco,25.0,Distribución de documentación y material electoral,63
1396,Sonora,25.0,Distribución de documentación y material electoral,63
1396,Sonora,25.0,Almacenamiento de documentación y material electoral,37
143,Guanajuato,25.0,Almacenamiento de documentación y material electoral,37
892,México,25.0,Almacenamiento de documentación y material electoral,37
268,Jalisco,25.0,Desarrollo de sistemas,68
1832,Chiapas,25.0,Desarrollo de sistemas,68
108,Quintana Roo,25.0,Desarrollo de sistemas,68
424,Jalisco,25.0,Desarrollo de sistemas,68
92,Aguascalientes,25.0,Desarrollo de sistemas,68
442,Puebla,25.0,Desarrollo de sistemas,68
627,Guanajuato,25.0,Desarrollo de sistemas,68
814,Ciudad de México,25.0,Verificación de sesiones de los órganos desconcentrados,25
2028,Michoacán,25.0,Verificación de sesiones de los órganos desconcentrados,25
2171,Ciudad de México,25.0,Verificación de sesiones de los órganos desconcentrados,25
2129,Ciudad de México,25.0,Verificación de sesiones de los órganos desconcentrados,25
1595,Sonora,25.0,Verificación del padrón electoral,3
308,Jalisco,25.0,Verificación del padrón electoral,3
802,Puebla,25.0,"Diseño, mejora y producción de material electoral",26
892,México,25.0,"Diseño, mejora y producción de material electoral",26
143,Guanajuato,25.0,"Diseño, mejora y producción de material electoral",26
512,México,25.0,"Diseño, mejora y producción de material electoral",26
802,Puebla,25.0,"Diseño, mejora y producción de documentación electoral",27
1169,Yucatán,25.0,Administración de los tiempos del estado en radio y televisión,39
2028,Michoacán,25.0,Administración de los tiempos del estado en radio y televisión,39
344,México,25.0,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión,28
285,Michoacán,25.0,Administración de centros de cómputo,29
344,México,25.0,Gestión de franquicias postales y/o telegráficas,69
182,Hidalgo,24.0,Atención de asuntos jurídicos,59
878,Ciudad de México,24.0,Atención de asuntos jurídicos,59
182,Hidalgo,24.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1557,Guanajuato,24.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1557,Guanajuato,24.0,Selección de personal,70
1638,Puebla,24.0,Operación de las comisiones de vigilancia del registro federal de electores,61
182,Hidalgo,24.0,Construcción de la cartografía electoral,65
1856,Guanajuato,24.0,Fiscalización a los sujetos obligados,12
1620,Puebla,24.0,Depuración del padrón electoral,62
616,Ciudad de México,24.0,Impartición de capacitación,46
1557,Guanajuato,24.0,"Seguimiento de planes, programas y proyectos",54
616,Ciudad de México,24.0,"Seguimiento de planes, programas y proyectos",54
509,Veracruz,24.0,Diseño de programas de capacitación,55
878,Ciudad de México,24.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
878,Ciudad de México,24.0,Desarrollo de normativa,22
616,Ciudad de México,24.0,Procesamiento informático,66
1856,Guanajuato,24.0,Registro de actos de partidos y agrupaciones políticas,67
1620,Puebla,24.0,Reincorporación al padrón electoral,49
488,Puebla,24.0,Verificación de sesiones de los órganos desconcentrados,25
1620,Puebla,24.0,Verificación del padrón electoral,3
1856,Guanajuato,24.0,Administración de los tiempos del estado en radio y televisión,39
1380,Ciudad de México,23.0,Atención de asuntos jurídicos,59
326,Veracruz,23.0,Atención de asuntos jurídicos,59
941,Hidalgo,23.0,Atención de asuntos jurídicos,71
140,Tlaxcala,23.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
326,Veracruz,23.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
1397,Tlaxcala,23.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
140,Tlaxcala,23.0,Selección de personal,70
326,Veracruz,23.0,Selección de personal,70
1397,Tlaxcala,23.0,Selección de personal,70
159,San Luis Potosí,23.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1552,Puebla,23.0,Operación de las comisiones de vigilancia del registro federal de electores,61
2105,Ciudad de México,23.0,Administración de base de datos,45
1965,México,23.0,Administración de base de datos,45
159,San Luis Potosí,23.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
780,México,23.0,Impartición de capacitación,72
2105,Ciudad de México,23.0,Aplicación de metodología estadística y/o demográfica,53
159,San Luis Potosí,23.0,Aplicación de metodología estadística y/o demográfica,53
780,México,23.0,Diseño de materiales de capacitación,56
1216,Nayarit,23.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
2105,Ciudad de México,23.0,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana",57
941,Hidalgo,23.0,Administración de tecnología de información y comunicaciones,48
1397,Tlaxcala,23.0,"Evaluación de planes, programas y proyectos",58
941,Hidalgo,23.0,Procesamiento informático,66
1965,México,23.0,Registro de actos de partidos y agrupaciones políticas,67
1216,Nayarit,23.0,Distribución de documentación y material electoral,63
1216,Nayarit,23.0,Almacenamiento de documentación y material electoral,37
780,México,23.0,Desarrollo de sistemas,68
140,Tlaxcala,23.0,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana,38
365,Chiapas,22.0,Atención de asuntos jurídicos,71
522,Jalisco,22.0,Atención de asuntos jurídicos,71
720,Veracruz,22.0,Atención de asuntos jurídicos,71
884,Michoacán,22.0,Atención de asuntos jurídicos,71
1094,Tlaxcala,22.0,Atención de asuntos jurídicos,71
1669,Chiapas,22.0,Atención de asuntos jurídicos,71
1909,Puebla,22.0,Atención de asuntos jurídicos,71
126,Yucatán,22.0,Atención de asuntos jurídicos,71
322,Sinaloa,22.0,Atención de asuntos jurídicos,71
787,México,22.0,Atención de asuntos jurídicos,71
1192,México,22.0,Atención de asuntos jurídicos,71
43,México,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",60
126,Yucatán,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
1659,Sinaloa,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
2071,Jalisco,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
543,Jalisco,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
720,Veracruz,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
1094,Tlaxcala,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
1909,Puebla,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
119,Guanajuato,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
571,Ciudad de México,22.0,"Aplicación y gestión de recursos humanos, materiales y financieros",73
661,Nuevo León,22.0,Selección de personal,70
1420,Sinaloa,22.0,Selección de personal,70
2181,Veracruz,22.0,Selección de personal,70
119,Guanajuato,22.0,Selección de personal,70
1739,Aguascalientes,22.0,Selección de personal,70
386,Michoacán,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
787,México,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1439,Ciudad de México,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1043,Ciudad de México,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1179,Chiapas,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
884,Michoacán,22.0,Operación de las comisiones de vigilancia del registro federal de electores,61
1192,México,22.0,Administración de base de datos,45
2120,Quintana Roo,22.0,Administración de base de datos,45
808,Sinaloa,22.0,Administración de base de datos,74
1739,Aguascalientes,22.0,Administración de base de datos,74
1894,Ciudad de México,22.0,Administración de base de datos,74
76,Ciudad de México,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
1849,Nayarit,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
1131,Querétaro,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
1043,Ciudad de México,22.0,Actualización del padrón electoral y credencialización de los ciudadanos,64
808,Sinaloa,22.0,Construcción de la cartografía electoral,65
832,Veracruz,22.0,Construcción de la cartografía electoral,65
840,Michoacán,22.0,Construcción de la cartografía electoral,65
500,México,22.0,Construcción de la cartografía electoral,65
386,Michoacán,22.0,Construcción de la cartografía electoral,65
1669,Chiapas,22.0,Construcción de la cartografía electoral,65
1763,Oaxaca,22.0,Fiscalización a los sujetos obligados,12
1669,Chiapas,22.0,Fiscalización a los sujetos obligados,12
1366,Morelos,22.0,Fiscalización a los sujetos obligados,12
2120,Quintana Roo,22.0,Fiscalización a los sujetos obligados,12
113,Veracruz,22.0,Depuración del padrón electoral,62
294,Ciudad de México,22.0,Depuración del padrón electoral,62
500,México,22.0,Depuración del padrón electoral,62
624,Querétaro,22.0,Depuración del padrón electoral,62
1043,Ciudad de México,22.0,Depuración del padrón electoral,62
323,Yucatán,22.0,Impartición de capacitación,72
832,Veracruz,22.0,Impartición de capacitación,72
531,México,22.0,Impartición de capacitación,72
1698,Baja California Sur,22.0,"Planeación de planes, programas y proyectos",47
1160,Guerrero,22.0,"Planeación de planes, programas y proyectos",47
400,México,22.0,"Planeación de planes, programas y proyectos",47
1659,Sinaloa,22.0,"Planeación de planes, programas y proyectos",47
1131,Querétaro,22.0,Operación de módulos de atención ciudadana,52
1179,Chiapas,22.0,Operación de módulos de atención ciudadana,52
386,Michoacán,22.0,Operación de módulos de atención ciudadana,52
1420,Sinaloa,22.0,Operación de módulos de atención ciudadana,52
1849,Nayarit,22.0,Operación de módulos de atención ciudadana,52
